"Symbol";"Company";"Sector";"Subsector";"Price";"Country"
"ACJJF";"Acom Co Ltd";"Financial Services";"Credit Services";"3.6";"Japan"
"ACMUY";"Acom Co Ltd";"Financial Services";"Credit Services";"1";"Japan"
"STWOU";"ACON S2 Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.1";"USA"
"STWO";"ACON S2 Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.91";"USA"
"STWOW";"ACON S2 Acquisition Corp";"Financial Services";"Diversified Financial Services";"1.22";"USA"
"ACOR";"Acorda Therapeutics Inc";"Healthcare";"Biotechnology";"4.13";"USA"
"ACFN";"Acorn Energy Inc";"Technology";"Hardware";"0.58";"USA"
"ATV";"Acorn International Inc";"Consumer Cyclical";"Retail - Cyclical";"20.89";"China"
"ACLD";"Acquire Ltd";"Real Estate";"Real Estate";"0.02";"USA"
"AQSP";"Acquired Sales Corp";"Consumer Defensive";"Consumer Packaged Goods";"4.5";"USA"
"AIII";"ACRE Realty Investors Inc";"Real Estate";"REITs";"0.82";"USA"
"ACRGF";"Acreage Holdings Inc";"Healthcare";"Drug Manufacturers";"2.77";"USA"
"ACRDF";"Acreage Holdings Inc";"Healthcare";"Drug Manufacturers";"2.05";"USA"
"ACRHF";"Acreage Holdings Inc";"Healthcare";"Drug Manufacturers";"2.86";"USA"
"ACR";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"16.54";"USA"
"RSOpACL.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"25.01";"USA"
"RSOpBCL.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"24.6";"USA"
"ACRpC.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"25.43";"USA"
"ACRpD.PFD";"ACRES Commercial Realty Corp";"Real Estate";"REITs";"25.12";"USA"
"ACBM";"Acro Biomedical Co Ltd";"Healthcare";"Biotechnology";"4.89";"USA"
"ACRO.U";"Acropolis Infrastructure Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.97";"USA"
"NMNRF";"Acrow Formwork and Construction Services Ltd";"Industrials";"Construction";"0.3";"Australia"
"ARUXF";"Acrux Ltd";"Healthcare";"Biotechnology";"0.1";"Australia"
"ACSAF";"ACS Actividades de Construccion y Servicios SA";"Industrials";"Construction";"26.85";"Spain"
"ACSAY";"ACS Actividades de Construccion y Servicios SA";"Industrials";"Construction";"5.32";"Spain"
"AMCY";"ACS Global Inc";"Healthcare";"Medical Diagnostics & Research";"1";"USA"
"ACSEF";"ACS Motion Control Ltd";"Technology";"Hardware";"1";"Israel"
"ALIOF";"Actelion Ltd";"Healthcare";"Biotechnology";"277.14";"Switzerland"
"ATLIF";"Actelion Ltd";"Healthcare";"Biotechnology";"285";"Switzerland"
"ATNM";"Actinium Pharmaceuticals Inc";"Healthcare";"Biotechnology";"6";"USA"
"ATGGF";"Actinogen Medical Ltd";"Healthcare";"Biotechnology";"0.02";"Australia"
"ACTS";"Actions Semiconductor Co Ltd";"Technology";"Semiconductors";"2.14";"China"
"ATRVF";"Activa resources AG";"Energy";"Oil & Gas";"0.01";"Germany"
"ATVBF";"Active Biotech AB";"Healthcare";"Biotechnology";"1.65";"Sweden"
"ATGVF";"Active Energy Group PLC";"Industrials";"Industrial Products";"0.01";"UK"
"ACARQ";"ActiveCare Inc";"Healthcare";"Medical Devices & Instruments";"0.25";"USA"
"ATVXF";"Activia Properties Inc";"Real Estate";"REITs";"3701";"Japan"
"ATVI";"Activision Blizzard Inc";"Communication Services";"Interactive Media";"81.12";"USA"
"ACTA";"Actua Corp";"Technology";"Software";"1";"USA"
"AUCL";"Acucela Inc";"Healthcare";"Biotechnology";"11.4";"USA"
"AYI";"Acuity Brands Inc";"Industrials";"Industrial Products";"185.55";"USA"
"ATY";"AcuityAds Holdings Inc";"Communication Services";"Interactive Media";"8.23";"Canada"
"ABOS";"Acumen Pharmaceuticals Inc";"Healthcare";"Biotechnology";"18.85";"USA"
"ACUR";"Acura Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"0.55";"USA"
"ACXP";"Acurx Pharmaceuticals Inc";"Healthcare";"Biotechnology";"4.92";"USA"
"GOLF";"Acushnet Holdings Corp";"Consumer Cyclical";"Travel & Leisure";"51.13";"USA"
"AFIB";"Acutus Medical Inc";"Healthcare";"Medical Devices & Instruments";"12.93";"USA"
"ACVA";"ACV Auctions Inc";"Technology";"Software";"20.16";"USA"
"ADCV";"AD Capital US Inc";"Industrials";"Industrial Products";"1";"Canada"
"ADPMF";"ad pepper media International NV";"Communication Services";"Media - Diversified";"0.83";"Germany"
"AELTF";"Adacel Technologies Ltd";"Technology";"Software";"0.89";"Australia"
"ADAG";"Adagene Inc";"Healthcare";"Biotechnology";"16.79";"China"
"ADGI";"Adagio Therapeutics Inc";"Healthcare";"Biotechnology";"32.34";"USA"
"ADMG";"Adamant DRI Processing and Minerals Group";"Communication Services";"Media - Diversified";"0.04";"China"
"ADMS";"Adamas Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"4.53";"USA"
"DDNFF";"Adamera Minerals Corp";"Basic Materials";"Metals & Mining";"0.04";"Canada"
"ADMP";"Adamis Pharmaceuticals Corp";"Healthcare";"Drug Manufacturers";"1.05";"USA"
"ADX";"Adams Diversified Equity Fund Inc";"Financial Services";"Asset Management";"20.82";"USA"
"PEO";"Adams Natural Resources Fund Inc";"Financial Services";"Asset Management";"14.89";"USA"
"CPTHF";"Adams PLC";"Financial Services";"Asset Management";"0.03";""
"AE";"Adams Resources & Energy Inc";"Energy";"Oil & Gas";"30.5";"USA"
"AUAYF";"Adanac Molybdenum Corp";"Basic Materials";"Metals & Mining";"0.13";"Canada"
"DFBHU";"AdaptHealth Corp";"Healthcare";"Medical Devices & Instruments";"10.05";"USA"
"AHCO";"AdaptHealth Corp";"Healthcare";"Medical Devices & Instruments";"23.75";"USA"
"ADAP";"Adaptimmune Therapeutics PLC";"Healthcare";"Biotechnology";"5.24";"UK"
"AATV";"Adaptive Ad Systems Inc";"Communication Services";"Media - Diversified";"0.74";"USA"
"ADPT";"Adaptive Biotechnologies Corp";"Healthcare";"Biotechnology";"35.79";"USA"
"ADRA.U";"Adara Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.95";"USA"
"ADRA.WS";"Adara Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.58";"USA"
"ADRLF";"Adavale Resources Ltd";"Energy";"Other Energy Sources";"0.04";"Australia"
"ADBCF";"Adbri Ltd";"Basic Materials";"Building Materials";"2.73";"Australia"
"ADLDY";"Adbri Ltd";"Basic Materials";"Building Materials";"10.18";"Australia"
"ADCT";"ADC Therapeutics SA";"Healthcare";"Biotechnology";"28.82";"Switzerland"
"AIHLF";"Adcock Ingram Holdings Ltd";"Healthcare";"Drug Manufacturers";"4.31";"South africa"
"ADCOF";"Adcore Inc";"Technology";"Software";"0.92";"Israel"
"ATXG";"Addentax Group Corp";"Industrials";"Transportation";"7.5";"China"
"ADDXF";"Addex Therapeutics Ltd";"Healthcare";"Biotechnology";"1.56";"Switzerland"
"ADXN";"Addex Therapeutics Ltd";"Healthcare";"Biotechnology";"9.7";"Switzerland"
"ADBKF";"Addiko Bank AG";"Financial Services";"Banks";"15.33";"Austria"
"ADDLF";"AddLife AB";"Healthcare";"Medical Devices & Instruments";"17.38";"Sweden"
"ADDC";"Addmaster Corp";"Industrials";"Industrial Products";"17.25";"USA"
"ADDNF";"Addnode Group AB";"Technology";"Software";"5.8";"Sweden"
"ADUS";"Addus HomeCare Corp";"Healthcare";"Healthcare Providers & Services";"89.95";"USA"
"AEY";"Addvantage Technologies Group Inc";"Technology";"Hardware";"2.64";"USA"
"AHEXF";"Adecco Group AG";"Industrials";"Business Services";"56.28";"Switzerland"
"AHEXY";"Adecco Group AG";"Industrials";"Business Services";"28.29";"Switzerland"
"AGRO";"Adecoagro SA";"Consumer Defensive";"Consumer Packaged Goods";"9.39";"Luxembourg"
"ADKCF";"Adeka Corp";"Basic Materials";"Chemicals";"17.75";"Japan"
"ADPAN";"Adelphia Recovery Trust";"Industrials";"Business Services";"0.01";"USA"
"ADPAT";"Adelphia Recovery Trust";"Industrials";"Business Services";"0.03";"USA"
"ADPTQ";"Adeptus Health Inc";"Healthcare";"Healthcare Providers & Services";"1.22";"USA"
"ADRNF";"Aderans Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"5.42";"Japan"
"ADSGF";"Adesso SE";"Technology";"Software";"81.75";"Germany"
"MKPEF";"Adevinta ASA";"Communication Services";"Interactive Media";"11.8";"Norway"
"ADEVF";"Adevinta ASA";"Communication Services";"Interactive Media";"20.23";"Norway"
"ADXDF";"Adex Mining Inc";"Basic Materials";"Metals & Mining";"0.01";"Canada"
"ADFJF";"ADF Group Inc";"Industrials";"Industrial Products";"1.68";"Canada"
"ADFT";"Adfitech Inc";"Financial Services";"Banks";"2.15";"USA"
"ATRX";"Adhera Therapeutics Inc";"Healthcare";"Biotechnology";"0.11";"USA"
"ADIL";"Adial Pharmaceuticals Inc";"Healthcare";"Biotechnology";"4.13";"USA"
"ADILW";"Adial Pharmaceuticals Inc";"Healthcare";"Biotechnology";"0.8";"USA"
"ACET";"Adicet Bio Inc";"Healthcare";"Biotechnology";"8";"USA"
"ADDDF";"adidas AG";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"350.08";"Germany"
"ADDYY";"adidas AG";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"178.32";"Germany"
"ADNT";"Adient PLC";"Consumer Cyclical";"Vehicles & Parts";"40.15";"Ireland"
"ADKT";"Adirondack Trust Co";"Financial Services";"Banks";"1850";"USA"
"ADEX.U";"Adit Edtech Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.91";"USA"
"ADEX";"Adit Edtech Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.65";"USA"
"ADEX.WS";"Adit Edtech Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.55";"USA"
"ADTX";"Aditxt Inc";"Healthcare";"Biotechnology";"1.87";"USA"
"ADKIL";"Adkins Energy LLC";"Basic Materials";"Chemicals";"395";"USA"
"ADPPF";"Adler Group SA";"Real Estate";"Real Estate";"29.65";"Luxembourg"
"ADMQ";"ADM Endeavors Inc";"Industrials";"Business Services";"0.07";"USA"
"ADMT";"ADM Tronics Unlimited Inc";"Healthcare";"Medical Devices & Instruments";"0.12";"USA"
"ADMA";"ADMA Biologics Inc";"Healthcare";"Biotechnology";"1.33";"USA"
"AMIGF";"Admiral Group PLC";"Financial Services";"Insurance";"46.91";"UK"
"AMIGY";"Admiral Group PLC";"Financial Services";"Insurance";"51.84";"UK"
"ARYRY";"Admiralty Resources NL";"Basic Materials";"Metals & Mining";"0.11";"Australia"
"ADBE";"Adobe Inc";"Technology";"Software";"665.99";"USA"
"ADOIF";"Adocia";"Healthcare";"Biotechnology";"10.14";"France"
"ADOCY";"Adocia";"Healthcare";"Biotechnology";"9.8";"France"
"ADBGF";"Adore Beauty Group Ltd";"Consumer Cyclical";"Retail - Cyclical";"3.98";"Australia"
"ADMLF";"Adriatic Metals PLC";"Basic Materials";"Metals & Mining";"2.05";"UK"
"ADTLF";"Adriatic Metals PLC";"Basic Materials";"Metals & Mining";"1.97";"UK"
"ADCUF";"ADS Maritime Holding PLC";"Industrials";"Transportation";"1";"Cyprus"
"ADT";"ADT Inc";"Industrials";"Business Services";"8.34";"USA"
"ATGE";"Adtalem Global Education Inc";"Consumer Defensive";"Education";"36.75";"USA"
"ADTY";"Adtegrity.com International Inc";"Communication Services";"Media - Diversified";"0.02";"USA"
"ADTN";"Adtran Inc";"Technology";"Hardware";"20.51";"USA"
"ADRO";"Aduro Biotech Inc";"Healthcare";"Biotechnology";"14.6";"USA"
"ACTHF";"Aduro Clean Technologies Inc";"Industrials";"Industrial Products";"0.65";"Canada"
"ADVOF";"ADVA Optical Networking SE";"Technology";"Hardware";"16.43";"Germany"
"AAP";"Advance Auto Parts Inc";"Consumer Cyclical";"Retail - Cyclical";"201.14";"USA"
"ADGCF";"Advance Gold Corp";"Basic Materials";"Metals & Mining";"0.05";"Canada"
"ADZZF";"Advance Residence Investment Corp";"Real Estate";"REITs";"3394";"Japan"
"ABAT";"Advanced Battery Technologies Inc";"Industrials";"Industrial Products";"0.04";"USA"
"ABENU";"Advanced BioEnergy LLC";"Basic Materials";"Chemicals";"0.87";"USA"
NA;NA;NA;NA;NA;NA
"CEIFF";"Advanced Connection Corp PCL";"Industrials";"Conglomerates";"0.03";"Thailand"
"ACTX";"Advanced Container Technologies Inc";"Consumer Cyclical";"Packaging & Containers";"1";"USA"
"ADHMY";"Advanced Digital Health Medicina Preventiva SA";"Healthcare";"Healthcare Providers & Services";"1.45";"Brazil"
"WMS";"Advanced Drainage Systems Inc";"Industrials";"Construction";"116.3";"USA"
"ADES";"Advanced Emissions Solutions Inc";"Industrials";"Industrial Products";"6.82";"USA"
"AEIS";"Advanced Energy Industries Inc";"Industrials";"Industrial Products";"90.46";"USA"
"AERT";"Advanced Environmental Recycling Technologies Inc";"Industrials";"Waste Management";"0.14";"USA"
"AVIFY";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"5.64";"Thailand"
"AVIZF";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"5.1";"Thailand"
"AVIVF";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"5.6";"Thailand"
"AVIKF";"Advanced Info Service PCL";"Communication Services";"Telecommunication Services";"8.75";"Thailand"
"ADLS";"Advanced Life Sciences Holdings Inc";"Healthcare";"Biotechnology";"0.01";"USA"
"AMSJF";"Advanced Medical Solutions Group PLC";"Healthcare";"Medical Devices & Instruments";"2.3";"UK"
"AMPI.U";"Advanced Merger Partners Inc";"Financial Services";"Diversified Financial Services";"9.78";"USA"
"AMPI";"Advanced Merger Partners Inc";"Financial Services";"Diversified Financial Services";"9.6";"USA"
"AMVMF";"Advanced Metallurgical Group NV";"Basic Materials";"Metals & Mining";"35.4";"Netherlands"
"AMD";"Advanced Micro Devices Inc";"Technology";"Semiconductors";"111.32";"USA"
"AONCF";"Advanced Oncotherapy PLC";"Healthcare";"Medical Devices & Instruments";"0.35";"UK"
"AOXY";"Advanced Oxygen Technologies Inc";"Real Estate";"Real Estate";"0.3";"USA"
"APWL";"Advanced Powerline Technologies Inc";"Technology";"Hardware";"0.03";"USA"
"APTCF";"Advanced Proteome Therapeutics Corp";"Healthcare";"Biotechnology";"0.25";"Canada"
"AVSIF";"Advanced Vision Technology Ltd";"Industrials";"Industrial Products";"10.91";"Israel"
"AVOI";"Advanced Voice Recognition Systems Inc";"Technology";"Software";"0.01";"USA"
"ATCLF";"AdvanceTC Ltd";"Technology";"Hardware";"0.21";"Australia"
"ASIX";"AdvanSix Inc";"Basic Materials";"Chemicals";"36.15";"USA"
"ADVC";"Advant-e Corp";"Technology";"Software";"5.6";"USA"
"AAVVF";"Advantage Energy Ltd";"Energy";"Oil & Gas";"4.1";"Canada"
"ADV";"Advantage Solutions Inc";"Communication Services";"Media - Diversified";"8.88";"USA"
"ADVWW";"Advantage Solutions Inc";"Communication Services";"Media - Diversified";"1.65";"USA"
"ADTTF";"Advantest Corp";"Technology";"Semiconductors";"85.12";"Japan"
"ATEYY";"Advantest Corp";"Technology";"Semiconductors";"85.73";"Japan"
"CXRXF";"Advanz Pharma Corp Ltd";"Healthcare";"Drug Manufacturers";"17.06";"UK"
"CHCR";"Advanzeon Solutions Inc";"Healthcare";"Healthcare Providers & Services";"0.03";"USA"
"ADXS";"Advaxis Inc";"Healthcare";"Biotechnology";"0.45";"USA"
"ADVV";"Adveco Group Inc";"Consumer Defensive";"Consumer Packaged Goods";"0.75";"China"
"AVK";"Advent Claymore Convt Security & Income Fund";"Financial Services";"Asset Management";"19.03";"USA"
"ADN";"Advent Technologies Holdings Inc";"Utilities";"Utilities - Independent Power Producers";"7.47";"USA"
"ADNWW";"Advent Technologies Holdings Inc";"Utilities";"Utilities - Independent Power Producers";"0.96";"USA"
"AVDWF";"Advent-AWI Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";"0.75";"Canada"
"LCM";"Advent/claymore Enhanced Growth & Income";"Financial Services";"Asset Management";"7.74";"USA"
"ADVZF";"Adventus Mining Corp";"Basic Materials";"Metals & Mining";"0.71";"Canada"
"ADVM";"Adverum Biotechnologies Inc";"Healthcare";"Biotechnology";"2.39";"USA"
"AVFCF";"ADVFN PLC";"Financial Services";"Capital Markets";"0.41";"UK"
"IHUBY";"ADVFN PLC";"Financial Services";"Capital Markets";"1.23";"UK"
"ADXRF";"ADX Energy Ltd";"Energy";"Oil & Gas";"0.01";"Australia"
"ADYYF";"Adyen NV";"Technology";"Software";"3257";"Netherlands"
"ADYEY";"Adyen NV";"Technology";"Software";"32.39";"Netherlands"
"ADYX";"Adynxx Inc";"Healthcare";"Biotechnology";"0.1";"USA"
"IMPX.U";"AEA-Bridges Impact Corp";"Financial Services";"Diversified Financial Services";"10.1";"Cayman Islands"
"IMPX";"AEA-Bridges Impact Corp";"Financial Services";"Diversified Financial Services";"9.74";"Cayman Islands"
"IMPX.WS";"AEA-Bridges Impact Corp";"Financial Services";"Diversified Financial Services";"0.69";"Cayman Islands"
"AECLF";"AECI Ltd";"Basic Materials";"Chemicals";"5.76";"South africa"
"AECLY";"AECI Ltd";"Basic Materials";"Chemicals";"8";"South africa"
"ACM";"AECOM";"Industrials";"Construction";"66.03";"USA"
"AEGXF";"Aecon Group Inc";"Industrials";"Construction";"16.43";"Canada"
"AEDFF";"Aedifica SA";"Real Estate";"REITs";"146";"Belgium"
"AGZNF";"Aegean Airlines SA";"Industrials";"Transportation";"6.05";"Greece"
"ANWWQ";"Aegean Marine Petroleum Network Inc";"Energy";"Oil & Gas";"0.04";"Greece"
"AEGR";"Aegerion Pharmaceuticals Inc";"Healthcare";"Biotechnology";"1.97";"USA"
"AEGN";"Aegion Corp";"Industrials";"Construction";"29.99";"USA"
"SCUPF";"Aegis Brands Inc.";"Consumer Cyclical";"Restaurants";"0.67";"Canada"
"AGLE";"Aeglea BioTherapeutics Inc";"Healthcare";"Biotechnology";"7.13";"USA"
"AEG";"Aegon NV";"Financial Services";"Insurance";"4.9";"Netherlands"
"AEGOF";"Aegon NV";"Financial Services";"Insurance";"4.76";"Netherlands"
"AEB";"Aegon NV";"Financial Services";"Insurance";"25.24";"Netherlands"
"AED";"Aegon NV";"Financial Services";"Insurance";"25.52";"Netherlands"
"AEHR";"Aehr Test Systems";"Technology";"Semiconductors";"6.91";"USA"
"XXAAC";"Aei Income & Growth Fund LP";"Real Estate";"Real Estate";"675";"USA"
"AMTX";"Aemetis Inc";"Energy";"Oil & Gas";"10.23";"USA"
"ANNSF";"Aena SME SA";"Industrials";"Transportation";"158.75";"Spain"
"ANYYY";"Aena SME SA";"Industrials";"Transportation";"15.85";"Spain"
"AENZ";"Aenza SAA";"Industrials";"Construction";"1.51";"Peru"
"AONNF";"AEON Co Ltd";"Consumer Cyclical";"Retail - Cyclical";"30";"Japan"
"AONNY";"AEON Co Ltd";"Consumer Cyclical";"Retail - Cyclical";"26.03";"Japan"
"ANDGF";"AEON DELIGHT Co Ltd";"Industrials";"Business Services";"30.24";"Japan"
"AEOJF";"AEON Financial Service Co Ltd";"Financial Services";"Credit Services";"12.21";"Japan"
"AGHC";"Aeon Global Health Corp";"Healthcare";"Medical Diagnostics & Research";"0.09";"USA"
"AMLLF";"AEON Mall Co Ltd";"Real Estate";"Real Estate";"13";"Japan"
"AEOMF";"Aeon Metals Ltd";"Basic Materials";"Metals & Mining";"0.05";"Australia"
"ARBGU";"Aequi Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.9";"USA"
"ARBG";"Aequi Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.73";"USA"
"ARBGW";"Aequi Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.65";"USA"
"AQSZF";"Aequus Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"0.11";"Canada"
"AELGF";"Aer Lingus Group PLC";"Industrials";"Transportation";"2.83";"Ireland"
"AER";"AerCap Holdings NV";"Industrials";"Transportation";"54.33";"Ireland"
"AERI";"Aerie Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"14.52";"USA"
"AETLF";"Aeris Environmental Ltd";"Industrials";"Industrial Products";"0.14";"Australia"
"ARSRF";"Aeris Resources Ltd";"Basic Materials";"Metals & Mining";"0.17";"Australia"
"AERS";"Aerius International Inc";"Technology";"Hardware";"0.01";"USA"
"AKOM";"Aerkomm Inc";"Technology";"Hardware";"2.61";"USA"
"ACY";"AeroCentury Corp";"Industrials";"Business Services";"35.67";"USA"
"AERUF";"Aeroflot Russian Airlines PJSC";"Industrials";"Transportation";"1.79";"Russia"
"AERO";"AeroGrow International Inc";"Consumer Cyclical";"Retail - Cyclical";"3.21";"USA"
"AJRD";"Aerojet Rocketdyne Holdings Inc";"Industrials";"Aerospace & Defense";"41.5";"USA"
"AEOXF";"Aeroports de Paris SA";"Industrials";"Transportation";"119";"France"
"ARRPY";"Aeroports de Paris SA";"Industrials";"Transportation";"11.75";"France"
"AVTE";"Aerovate Therapeutics Inc";"Healthcare";"Biotechnology";"16.88";"USA"
