"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021";"FScore_2016";"FScore_2017";"FScore_2018";"FScore_2019";"FScore_2020";"FScore_TTM";"FScore_2021";"Interest_Coverage_2016";"Interest_Coverage_2017";"Interest_Coverage_2018";"Interest_Coverage_2019";"Interest_Coverage_2020";"Interest_Coverage_TTM";"Interest_Coverage_2021"
"HBI";"Hanesbrands Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";18,82;"USA";3803297;-1,04;"1.40";"0.20";"1.48";"1.64";"-0.21";NA;"7.00";"6.00";"8.00";"7.00";"3.00";4;NA;5,17;4,38;4,44;4,98;0,04;5,12;NA
"HBIO";"Harvard Bioscience Inc";"Healthcare";"Medical Devices & Instruments";8,26;"USA";182764;-0,08;"-0.13";"-0.02";"-0.08";"-0.12";"-0.20";NA;"7.00";"6.00";"4.00";"4.00";"4.00";6;NA;NA;NA;0,18;0,34;0,05;0,15;NA
"HBM";"Hudbay Minerals Inc";"Basic Materials";"Metals & Mining";6,12;"Canada";1432533;-0,3;"-0.15";"0.57";"0.33";"-1.32";"-0.55";NA;"6.00";"8.00";"7.00";"4.00";"4.00";5;NA;1,11;4,28;4,31;1,05;NA;3,12;NA
"HBP";"Huttig Building Products Inc";"Industrials";"Industrial Distribution";5,78;"USA";119720;1,09;"0.64";"-0.29";"-0.26";"-0.84";"-0.03";NA;"5.00";"1.00";"3.00";"3.00";"5.00";7;NA;10,32;0,03;NA;NA;3,83;26,33;NA
"HCA";"HCA Healthcare Inc";"Healthcare";"Healthcare Providers & Services";253,49;"USA";1305250;14,58;"7.30";"5.95";"10.66";"10.07";"10.93";NA;"7.00";"6.00";"7.00";"8.00";"6.00";8;NA;3,63;3,58;3,78;3,96;4,58;6,21;NA
"HCC";"Warrior Met Coal Inc";"Basic Materials";"Steel";22,28;"USA";872051;-1,45;NA;"8.62";"13.17";"5.86";"-0.70";NA;"N/A";"6.00";"7.00";"5.00";"2.00";2;NA;NA;62,8;13,86;13,07;NA;1,78;NA
"HCCI";"Heritage-Crystal Clean Inc";"Industrials";"Waste Management";28,87;"USA";43106;1,43;"0.26";"1.23";"0.63";"0.36";"0.51";NA;"7.00";"8.00";"5.00";"3.00";"6.00";7;NA;5,27;32,38;20,48;14,8;14,39;120,67;NA
"HCHDF";"Hochschild Mining PLC";"Basic Materials";"Metals & Mining";2,19;"UK";11613;0,12;"0.09";"0.08";"0.03";"0.06";"0.03";NA;"8.00";"5.00";"7.00";"8.00";"5.00";5;NA;5,31;3,62;10,83;23,45;10,7;22,49;NA
"HCHOF";"Hotel Chocolat Group PLC";"Consumer Defensive";"Consumer Packaged Goods";5,18;"UK";3175;-0,08;"0.06";"0.10";"0.12";"0.12";"-0.07";NA;"9.00";"7.00";"6.00";"7.00";"3.00";3;NA;NA;25,71;54,9;48,51;2,37;0;7,15
"HCI";"HCI Group Inc";"Financial Services";"Insurance";110,04;"USA";89385;3,04;"2.92";"-0.75";"2.34";"3.31";"3.49";NA;"4.00";"3.00";"5.00";"8.00";"7.00";7;NA;5,23;0,07;2,49;3,8;4,19;3,55;NA
"HCKT";"The Hackett Group Inc";"Technology";"Software";19,72;"USA";95221;0,63;"0.66";"0.85";"0.74";"0.72";"0.17";NA;"6.00";"6.00";"6.00";"7.00";"5.00";6;NA;86,61;51,36;55,61;111,64;151,83;568,68;NA
"HCMLF";"Holcim Ltd";"Basic Materials";"Building Materials";58;"Switzerland";973;3,95;"2.90";"-2.82";"2.54";"3.75";"3.08";NA;"7.00";"4.00";"8.00";"8.00";"3.00";3;NA;2,97;NA;3,41;4,6;5,97;7,05;NA
"HCSG";"Healthcare Services Group Inc";"Healthcare";"Healthcare Providers & Services";26,23;"USA";581015;1,2;"1.05";"1.19";"1.12";"0.87";"1.32";NA;"7.00";"5.00";"4.00";"6.00";"7.00";7;NA;NA;90,89;31,62;24,64;92;35,78;NA
"HCXLF";"Hiscox Ltd";"Financial Services";"Insurance";13,13;"Bermuda";2187;-0,07;"1.43";"0.12";"0.41";"0.17";"-0.92";NA;"7.00";"4.00";"7.00";"4.00";"1.00";1;NA;18,49;2,48;4,92;2,45;NA;6,11;NA
"HDALF";"Haidilao International Holding Ltd";"Consumer Cyclical";"Restaurants";3,5;"China";3642;0,01;"0.02";"0.03";"0.05";"0.06";"0.01";NA;"N/A";"7.00";"8.00";"3.00";"4.00";4;NA;208,37;236,39;91,24;13,59;2,99;2,1;NA
"HDELY";"HeidelbergCement AG";"Basic Materials";"Building Materials";17,42;"Germany";48355;0;"0.72";"1.09";"1.31";"1.22";"-2.62";NA;"5.00";"7.00";"7.00";"6.00";"7.00";7;NA;3,34;4,45;4,63;4,85;7,2;NA;NA
"HDIUF";"Hardwoods Distribution Inc";"Industrials";"Industrial Distribution";30,14;"Canada";882;2,43;"0.93";"1.11";"1.08";"1.06";"1.38";NA;"6.00";"5.00";"4.00";"6.00";"8.00";5;NA;21,47;16,26;5,64;5,12;7,47;26,8;NA
"HDSN";"Hudson Technologies Inc";"Basic Materials";"Chemicals";3,25;"USA";421973;0,11;"0.30";"0.26";"-1.31";"-0.61";"-0.12";NA;"6.00";"3.00";"3.00";"5.00";"6.00";6;NA;16,95;4,79;NA;NA;0,48;5;NA
"HDUGF";"Hunter Douglas NV";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";112,75;"Netherlands";303;10,06;"7.79";"6.28";"7.49";"7.98";"3.34";NA;"5.00";"5.00";"5.00";"6.00";"4.00";8;NA;21,92;13,45;17,06;18,39;28,45;47,44;NA
"HE";"Hawaiian Electric Industries Inc";"Utilities";"Utilities - Regulated";43,7;"USA";307411;2,22;"2.29";"1.52";"1.85";"1.99";"1.81";NA;"7.00";"5.00";"6.00";"5.00";"6.00";7;NA;4,9;4,67;3,98;4,03;3,63;4,53;NA
"HEAR";"Turtle Beach Corp";"Technology";"Hardware";28,59;"USA";381636;2,55;"-7.18";"-0.26";"2.74";"1.04";"2.37";NA;"2.00";"5.00";"8.00";"5.00";"9.00";7;NA;NA;0,67;10,13;11,22;105,28;6,07;NA
"HEES";"H&E Equipment Services Inc";"Industrials";"Business Services";34,11;"USA";176034;0,42;"1.05";"3.07";"2.13";"2.42";"-0.91";NA;"5.00";"7.00";"6.00";"5.00";"3.00";5;NA;2,01;2,31;2,52;2,76;1,83;2,56;NA
"HEGIF";"Hengan International Group Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";5,77;"China";1140;0,55;"0.43";"0.48";"0.46";"0.47";"0.59";NA;"8.00";"7.00";"3.00";"6.00";"8.00";8;NA;13,7;12,69;7,92;6,58;7,5;10,94;NA
"HEHSF";"Hellenic Exchanges - Athens Stock Exchange SA";"Financial Services";"Capital Markets";4,54;"Greece";500;0,13;"0.02";"0.06";"0.06";"0.11";"0.08";NA;"6.00";"9.00";"7.00";"7.00";"5.00";6;NA;39,23;29,66;26,33;60,67;28,53;133,87;NA
"HEI";"Heico Corp";"Industrials";"Aerospace & Defense";125,76;"USA";270909;2,03;"1.17";"1.37";"1.90";"2.39";"2.29";NA;"5.00";"6.00";"7.00";"8.00";"5.00";5;NA;32,08;31,32;18,91;21,07;28,62;58,73;NA
"HEINY";"Heineken NV";"Consumer Defensive";"Beverages - Alcoholic";54,76;"Netherlands";19435;1,18;"1.42";"2.01";"1.91";"2.09";"-0.22";NA;"7.00";"7.00";"4.00";"7.00";"3.00";3;NA;5,89;6,36;5,64;6,16;1,43;6,74;NA
"HELKF";"Henkel AG & Co KGaA";"Consumer Defensive";"Consumer Packaged Goods";90,78;"Germany";292;0,87;"4.98";"6.85";"6.05";"5.32";"3.93";NA;"6.00";"3.00";"5.00";"5.00";"4.00";6;NA;69,18;43,31;38,48;29,71;30,64;NA;NA
"HEOFF";"H2O Innovation Inc";"Utilities";"Utilities - Regulated";1,98;"Canada";24605;0,04;"0.01";"-0.10";"-0.07";"-0.03";"-0.05";NA;"5.00";"3.00";"4.00";"7.00";"5.00";7;NA;NA;NA;NA;0,65;2,38;3,2;3
"HEP";"Holly Energy Partners LP";"Energy";"Oil & Gas";18,83;"USA";166161;1,8;"1.69";"2.28";"1.70";"2.13";"1.61";NA;"3.00";"7.00";"4.00";"7.00";"5.00";5;NA;3,71;3,82;3,48;3,43;4,05;4,04;NA
"HESAF";"Hermes International SA";"Consumer Cyclical";"Retail - Cyclical";1447,69;"France";179;25,66;"11.04";"13.75";"15.25";"16.17";"16.07";NA;"6.00";"5.00";"5.00";"6.00";"5.00";5;NA;NA;48,14;83,16;97,02;63,02;102,49;NA
"HESM";"Hess Midstream LP";"Energy";"Oil & Gas";25,37;"USA";142782;1,54;"3.76";"0.75";"1.27";"1.20";"1.31";NA;"5.00";"6.00";"6.00";"5.00";"8.00";6;NA;147,36;10,2;7,1;6,04;6,09;8,1;NA
"HFC";"HollyFrontier Corp";"Energy";"Oil & Gas";32,06;"USA";1893215;1,19;"-1.48";"4.52";"6.19";"4.61";"-3.72";NA;"4.00";"7.00";"9.00";"5.00";"4.00";6;NA;7,64;7,82;12,36;9,98;NA;11,55;NA
"HGBL";"Heritage Global Inc";"Financial Services";"Capital Markets";2,18;"USA";96765;0,28;NA;"-0.01";"0.13";"0.13";"0.30";NA;"8.00";"5.00";"8.00";"2.00";"5.00";5;NA;1,04;3,83;19,06;35,16;50,29;NA;NA
"HGKGF";"Power Assets Holdings Ltd";"Utilities";"Utilities - Independent Power Producers";6,22;"Hong Kong";390;0,38;"0.39";"0.50";"0.46";"0.43";"0.37";NA;"5.00";"7.00";"6.00";"6.00";"4.00";4;NA;1,91;3,03;6,41;12,27;12,98;8,7;NA
"HGSH";"China HGS Real Estate Inc";"Real Estate";"Real Estate";1,85;"China";416756;0,44;"0.22";"0.28";"0.24";"0.16";"0.04";NA;"3.00";"6.00";"6.00";"4.00";"5.00";5;NA;27,64;16,3;24,45;47,06;NA;NA;NA
"HGV";"Hilton Grand Vacations Inc";"Consumer Cyclical";"Travel & Leisure";43,11;"USA";708154;-1,87;"1.70";"3.28";"3.05";"2.42";"-2.36";NA;"8.00";"5.00";"5.00";"3.00";"4.00";2;NA;11,14;12,48;14,47;7,33;NA;1,53;NA
"HHC";"The Howard Hughes Corp";"Real Estate";"Real Estate";91,34;"USA";208419;1,28;"4.73";"3.91";"1.32";"1.71";"-0.50";NA;"8.00";"4.00";"3.00";"7.00";"2.00";4;NA;3,38;2,59;1,3;1,21;NA;0,55;NA
"HHR";"HeadHunter Group PLC";"Industrials";"Business Services";55,28;"Russia";131012;0,85;NA;"0.14";"0.27";"0.46";"0.46";NA;"N/A";"N/A";"N/A";"7.00";"5.00";6;NA;NA;1,96;3,26;4,65;6,94;11,35;NA
"HHULY";"Hamburger Hafen und Logistik AG";"Industrials";"Transportation";10,8;"Germany";332;0,54;"0.53";"0.66";"0.88";"0.79";"0.35";NA;"7.00";"8.00";"7.00";"4.00";"4.00";8;NA;6,2;7,95;9,64;5,51;3,83;5,67;NA
"HHUSF";"Hua Hong Semiconductor Ltd";"Technology";"Semiconductors";5,3;"China";100;0,08;"0.12";"0.14";"0.17";"0.13";"0.08";NA;"7.00";"7.00";"8.00";"3.00";"3.00";3;NA;32,31;71,69;84,27;94,63;NA;10,55;NA
"HI";"Hillenbrand Inc";"Industrials";"Industrial Products";46,63;"USA";364159;2,48;"1.77";"1.97";"1.20";"1.92";"-0.82";NA;"7.00";"7.00";"6.00";"7.00";"3.00";6;NA;7,55;8,65;10;7,69;2,63;4,48;NA
"HIG";"The Hartford Financial Services Group Inc";"Financial Services";"Insurance";67,41;"USA";1696619;5,91;"0.73";"-8.61";"4.95";"5.66";"4.76";NA;"6.00";"4.00";"7.00";"7.00";"6.00";8;NA;2,37;3,29;6,88;10,88;9,98;20,47;NA
"HII";"Huntington Ingalls Industries Inc";"Industrials";"Aerospace & Defense";207,01;"USA";179438;18,46;"12.14";"10.46";"19.09";"13.26";"17.14";NA;"7.00";"5.00";"8.00";"5.00";"7.00";6;NA;11,76;9,24;16,1;10,61;6,73;6,44;NA
"HIMX";"Himax Technologies Inc";"Technology";"Semiconductors";11,81;"Taiwan";3861404;1,25;"0.30";"0.16";"0.04";"-0.08";"0.28";NA;"7.00";"5.00";"4.00";"3.00";"7.00";7;NA;94,56;9,52;2,75;NA;33,97;515,48;NA
"HISEF";"Hisense Home Appliances Group Co Ltd";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";1,22;"China";2697;0,19;"0.12";"0.22";"0.15";"0.19";"0.18";NA;"9.00";"5.00";"5.00";"8.00";"5.00";4;NA;54,47;76,66;180,74;286,62;256,81;38,08;NA
"HIW";"Highwoods Properties Inc";"Real Estate";"REITs";45,55;"USA";670825;2,27;"5.30";"1.78";"1.64";"1.30";"3.32";NA;"5.00";"6.00";"5.00";"4.00";"7.00";5;NA;2,3;2,87;2,91;2,31;2,75;2,64;NA
"HKCVF";"HK Electric Investments and HK Electric Investment";"Utilities";"Utilities - Regulated";1,01;"Hong Kong";22743;0,04;"0.05";"0.05";"0.04";"0.03";"0.04";NA;"6.00";"7.00";"4.00";"5.00";"5.00";5;NA;5,21;6,22;5,36;4,32;4,38;5,51;NA
"HKHGF";"Hongkong Land Holdings Ltd";"Real Estate";"Real Estate";4,17;"Bermuda";4851;-0,72;"1.42";"2.39";"1.05";"0.09";"-1.13";NA;"8.00";"6.00";"5.00";"6.00";"4.00";4;NA;10,01;8,43;6,57;6,06;4,93;NA;NA
"HKHHF";"Heineken Holding NV";"Consumer Defensive";"Beverages - Alcoholic";94,65;"Netherlands";5629;2,36;"2.85";"4.01";"3.81";"4.19";"-0.44";NA;"7.00";"8.00";"5.00";"8.00";"4.00";4;NA;5,89;6,36;5,64;6,16;1,36;6,74;NA
"HKIB";"AMTD International Inc";"Financial Services";"Capital Markets";5,6;"Hong Kong";4136;0,24;NA;"0.34";"0.28";"0.56";"0.54";NA;"N/A";"N/A";"N/A";"6.00";"N/A";NA;NA;NA;28,6;66,65;36,36;43,08;106,49;NA
"HKMPF";"Hikma Pharmaceuticals PLC";"Healthcare";"Drug Manufacturers";35;"UK";2212;2,01;"0.66";"-3.51";"1.17";"2.00";"1.81";NA;"5.00";"4.00";"7.00";"4.00";"6.00";6;NA;6,44;6,33;9,05;8,8;10;7,57;NA
"HKSHY";"The Hongkong and Shanghai Hotels Ltd";"Consumer Cyclical";"Travel & Leisure";20,67;"Hong Kong";100;-1,86;"1.11";"1.87";"1.94";"0.77";"-3.04";NA;"4.00";"7.00";"5.00";"4.00";"1.00";1;NA;9,05;13,51;8,7;7,42;NA;0;NA
"HKTTF";"HKT Trust and HKT Ltd";"Communication Services";"Telecommunication Services";1,33;"Hong Kong";1358;0,09;"0.08";"0.08";"0.08";"0.09";"0.09";NA;"6.00";"5.00";"5.00";"7.00";"4.00";4;NA;6,56;5,89;5,43;5,5;5,77;5,29;NA
"HKXCF";"Hong Kong Exchanges and Clearing Ltd";"Financial Services";"Capital Markets";60,87;"Hong Kong";6245;1,31;"0.61";"0.77";"0.96";"0.96";"1.17";NA;"3.00";"6.00";"6.00";"6.00";"7.00";7;NA;29,63;10,8;8,3;6,21;23,6;91,85;NA
"HL";"Hecla Mining Co";"Basic Materials";"Metals & Mining";6;"USA";5734030;0,06;"0.16";"-0.07";"-0.06";"-0.20";"-0.03";NA;"8.00";"4.00";"2.00";"5.00";"6.00";8;NA;5,14;1,98;NA;NA;1,63;3,14;NA
"HLDCY";"Henderson Land Development Co Ltd";"Real Estate";"Real Estate";4,56;"Hong Kong";43529;0,37;"0.58";"0.82";"0.82";"0.45";"0.27";NA;"4.00";"5.00";"5.00";"5.00";"7.00";7;NA;10,74;13,81;14,05;20,59;26,83;13,5;NA
"HLF";"Herbalife Nutrition Ltd";"Consumer Defensive";"Consumer Packaged Goods";51,18;"Cayman Islands";686725;4,27;"1.51";"1.29";"1.98";"2.20";"2.77";NA;"6.00";"5.00";"7.00";"7.00";"7.00";6;NA;4,61;3,84;3,77;3,71;4,82;6,29;NA
"HLFGY";"Hilton Food Group PLC";"Consumer Defensive";"Consumer Packaged Goods";15,75;"UK";165;0,62;"0.41";"0.44";"0.50";"0.53";"0.64";NA;"7.00";"4.00";"5.00";"4.00";"4.00";4;NA;26,01;34,61;13,63;3,88;4,81;5,04;NA
"HLIO";"Helios Technologies Inc";"Industrials";"Industrial Products";81,67;"USA";75410;2,22;"0.87";"1.17";"1.49";"1.88";"0.44";NA;"3.00";"5.00";"5.00";"6.00";"3.00";5;NA;NA;16,54;5,44;6,14;5,06;9,56;NA
"HLNFF";"High Liner Foods Inc";"Consumer Defensive";"Consumer Packaged Goods";11,05;"Canada";455;1,05;"1.04";"0.97";"0.50";"0.30";"0.83";NA;"6.00";"2.00";"6.00";"5.00";"7.00";7;NA;4,46;2,3;2,11;2,38;3,25;3,03;NA
"HLPMF";"Hellenic Petroleum SA";"Energy";"Oil & Gas";6,57;"Greece";150;0,31;"1.14";"1.48";"0.79";"0.59";"-1.58";NA;"6.00";"7.00";"5.00";"4.00";"3.00";8;NA;2,89;5;4,02;3,06;NA;2,63;NA
"HLPPF";"Hang Lung Properties Ltd";"Real Estate";"Real Estate";2,84;"Hong Kong";10994;-0,07;"0.18";"0.23";"0.23";"0.18";"-0.07";NA;"7.00";"6.00";"4.00";"3.00";"3.00";3;NA;8;6,57;5,97;NA;48,94;17,19;NA
"HLT";"Hilton Worldwide Holdings Inc";"Consumer Cyclical";"Travel & Leisure";125,72;"USA";2130481;-1,03;"1.03";"3.32";"2.50";"3.04";"-2.58";NA;"7.00";"5.00";"7.00";"7.00";"4.00";2;NA;2,57;3,23;3,86;3,81;NA;4,49;NA
"HLTEF";"Hilan Ltd";"Technology";"Software";53;"Israel";200;1,9;"1.05";"1.22";"1.40";"1.63";"1.77";NA;"7.00";"8.00";"3.00";"6.00";"5.00";6;NA;22,91;29,48;30,4;19,15;25,59;18,43;NA
"HLTOY";"Hellenic Telecommunication Organization SA";"Communication Services";"Telecommunication Services";9,64;"Greece";5024;0,53;"0.15";"0.08";"0.21";"0.24";"0.47";NA;"6.00";"4.00";"7.00";"6.00";"8.00";8;NA;2,36;2,66;5,1;4,89;5,85;13,24;NA
"HLTRF";"HLS Therapeutics Inc";"Healthcare";"Drug Manufacturers";14,89;"Canada";840;-0,5;"-0.60";"-0.24";"-0.92";"-0.67";"-0.48";NA;"6.00";"4.00";"6.00";"6.00";"4.00";4;NA;0,49;1;0,45;NA;NA;0;NA
"HLUKF";"H. Lundbeck A/S";"Healthcare";"Drug Manufacturers";29,31;"Denmark";145;1,5;"0.87";"2.11";"3.00";"1.73";"1.30";NA;"8.00";"8.00";"8.00";"4.00";"5.00";5;NA;7,47;14,2;NA;55,16;10,97;5,32;NA
"HLX";"Helix Energy Solutions Group Inc";"Energy";"Oil & Gas";3,81;"USA";1698321;0,08;"-0.73";"0.20";"0.19";"0.38";"0.13";NA;"5.00";"7.00";"6.00";"6.00";"6.00";5;NA;NA;NA;3,03;6,22;0,64;0;NA
"HMCTF";"Hainan Meilan International Airport Co Ltd";"Industrials";"Transportation";3,18;"China";2403;-0,35;"0.12";"0.16";"0.19";"0.17";"-0.43";NA;"4.00";"8.00";"7.00";"5.00";"3.00";3;NA;7,17;4,84;6,58;42,27;44,7;21,4;NA
"HMDPF";"Hammond Power Solutions Inc";"Industrials";"Industrial Products";9,6;"Canada";598;0,97;"0.12";"0.41";"-0.82";"0.75";"0.94";NA;"6.00";"7.00";"4.00";"8.00";"8.00";5;NA;11,52;32,72;8,18;11,81;17,68;14,68;NA
"HMLP";"Hoegh LNG Partners LP";"Energy";"Oil & Gas";4,41;"Bermuda";724731;1,44;"1.58";"1.37";"1.93";"1.12";"1.40";NA;"4.00";"5.00";"7.00";"5.00";"6.00";6;NA;2,35;3,05;3,44;3,22;3,91;4,02;NA
"HMN";"Horace Mann Educators Corp";"Financial Services";"Insurance";41,11;"USA";160158;4,06;"2.02";"4.08";"0.44";"4.40";"3.17";NA;"6.00";"6.00";"4.00";"8.00";"5.00";6;NA;10,67;8,42;2,5;16,18;11,49;17,6;NA
"HMRZF";"Hennes & Mauritz AB";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";19,73;"Sweden";1189;0,25;"1.23";"1.17";"0.84";"0.84";NA;NA;"4.00";"4.00";"5.00";"5.00";"4.00";6;NA;NA;501,68;106,12;52,4;2,39;35,04;NA
"HMTV";"Hemisphere Media Group Inc";"Communication Services";"Media - Diversified";12,26;"USA";36604;1,05;"0.43";"-0.33";"-0.28";"-0.09";"-0.03";NA;"8.00";"4.00";"6.00";"6.00";"6.00";6;NA;3,44;2,32;3,53;3,97;4,2;1,6;NA
"HNGR";"Hanger Inc";"Healthcare";"Healthcare Providers & Services";23,45;"USA";119872;0,76;"-2.96";"-2.89";"-0.02";"0.72";"0.99";NA;"4.00";"4.00";"5.00";"5.00";"7.00";5;NA;0,33;0,62;1,59;1,91;2,22;2,81;NA
"HNHAF";"Hon Hai Precision Industry Co Ltd";"Technology";"Hardware";4,18;"Taiwan";9200;0,34;"0.33";"0.26";"0.26";"0.27";"0.26";NA;"6.00";"3.00";"3.00";"6.00";"4.00";7;NA;6,58;2,89;2,45;1,73;2,75;5,79;NA
"HNI";"HNI Corp";"Industrials";"Industrial Products";37,66;"USA";161234;1,96;"1.88";"2.00";"2.11";"2.54";"0.98";NA;"5.00";"5.00";"5.00";"7.00";"5.00";7;NA;32,89;18,45;15,23;17,82;14,33;14,16;NA
"HNLGF";"Hang Lung Group Ltd";"Real Estate";"Real Estate";2,53;"Hong Kong";10517;-0,15;"0.35";"0.50";"0.50";"0.64";"-0.15";NA;"6.00";"6.00";"5.00";"6.00";"4.00";4;NA;7,89;6,55;5,95;89,64;42,85;17,96;NA
"HNNA";"Hennessy Advisors Inc";"Financial Services";"Asset Management";10,01;"USA";8128;1;"1.86";"1.92";"2.61";"1.42";"1.06";NA;"7.00";"5.00";"7.00";"5.00";"6.00";5;NA;19,31;19,5;19,95;14,78;25,32;NA;NA
"HNP";"Huaneng Power International Inc";"Utilities";"Utilities - Independent Power Producers";19,54;"China";50373;-0,41;"3.24";"0.61";"0.17";"0.06";"0.25";NA;"5.00";"6.00";"4.00";"5.00";"8.00";8;NA;2,7;0,94;1,11;1,73;2,36;2,12;NA
"HNRG";"Hallador Energy Co";"Energy";"Other Energy Sources";2,28;"USA";420972;-0,22;"0.42";"1.08";"0.25";"-1.95";"-0.20";NA;"6.00";"5.00";"6.00";"4.00";"5.00";6;NA;2,52;1,84;1,11;0,35;0,21;0;NA
"HOCFF";"Hochtief AG";"Industrials";"Construction";80,75;"Germany";255;7,34;"5.25";"7.75";"9.44";"-3.24";"7.49";NA;"7.00";"8.00";"6.00";"3.00";"6.00";7;NA;2,65;4,35;4;4,36;NA;2,46;NA
"HOG";"Harley-Davidson Inc";"Consumer Cyclical";"Vehicles & Parts";39,85;"USA";1580075;3,16;"3.83";"3.02";"3.19";"2.68";"0.01";NA;"5.00";"5.00";"7.00";"5.00";"5.00";6;NA;35,26;28,45;26,13;18,92;4,49;NA;NA
"HOKCF";"Hong Kong and China Gas Co Ltd";"Utilities";"Utilities - Regulated";1,65;"Hong Kong";6952;0,05;"0.05";"0.06";"0.06";"0.05";"0.04";NA;"6.00";"7.00";"7.00";"5.00";"4.00";4;NA;5,73;5,74;6,93;5,55;6,37;7,28;NA
"HOLI";"Hollysys Automation Technologies Ltd";"Industrials";"Industrial Products";20,15;"China";368348;1,15;"1.97";"1.14";"1.75";"2.05";"1.31";NA;"6.00";"5.00";"8.00";"5.00";"6.00";5;NA;85,89;76,21;173,76;235,22;343,77;115,05;NA
"HOLX";"Hologic Inc";"Healthcare";"Medical Devices & Instruments";79,64;"USA";1699027;7,8;"1.16";"2.64";"-0.40";"-0.76";"4.21";NA;"8.00";"5.00";"4.00";"5.00";"8.00";9;NA;3,6;3,16;3,42;NA;9,65;16,77;NA
"HON";"Honeywell International Inc";"Industrials";"Industrial Products";231,87;"USA";2917465;7,05;"6.21";"2.00";"8.98";"8.41";"6.72";NA;"5.00";"6.00";"5.00";"6.00";"5.00";5;NA;17,9;19,95;18,27;19,19;15,87;17,5;NA
"HOV";"Hovnanian Enterprises Inc";"Consumer Cyclical";"Homebuilding & Construction";106,22;"USA";88320;84,66;"-0.50";"-56.23";"0.72";"-7.06";"7.03";NA;"5.00";"3.00";"4.00";"2.00";"7.00";7;NA;1,11;0,97;0,93;0,73;1,26;3,98;NA
"HPE";"Hewlett Packard Enterprise Co";"Technology";"Hardware";15,31;"USA";8266143;0,77;"1.82";"0.21";"1.23";"0.77";"-0.25";NA;"6.00";"6.00";"6.00";"6.00";"4.00";6;NA;9,59;5,64;3,63;16,12;6,93;11,58;NA
"HPGLY";"Hapag-Lloyd AG";"Industrials";"Transportation";120;"Germany";1166;11,49;"-0.43";"0.11";"0.12";"1.14";"3.21";NA;"3.00";"7.00";"5.00";"8.00";"8.00";9;NA;0,58;0,84;1,15;1,79;4,05;19,85;NA
"HPHTF";"Hamamatsu Photonics KK";"Technology";"Hardware";55,1;"Japan";630;1,33;"0.89";"1.02";"1.22";"1.20";"1.01";NA;"5.00";"7.00";"9.00";"5.00";"4.00";4;NA;211,85;188,88;419,52;461,98;395,58;568,56;NA
"HPIFY";"Huadian Power International Corp Ltd";"Utilities";"Utilities - Regulated";8;"China";105;1,9;"1.47";"0.20";"0.70";"1.24";"1.51";NA;"4.00";"6.00";"8.00";"8.00";"7.00";8;NA;2,45;1,24;1,64;2,16;2,84;0;NA
"HPP";"Hudson Pacific Properties Inc";"Real Estate";"REITs";26,32;"USA";755349;-0,04;"0.25";"0.44";"0.63";"0.28";NA;NA;"6.00";"8.00";"6.00";"5.00";"5.00";4;NA;1,25;1,63;1,93;1,63;1,19;1,14;NA
"HPQ";"HP Inc";"Technology";"Hardware";29,74;"USA";9187471;3,22;"1.43";"1.48";"3.26";"2.07";"2.00";NA;"4.00";"7.00";"5.00";"5.00";"4.00";7;NA;16,16;12,63;10,97;12,4;15,59;21,49;NA
"HQI";"HireQuest Inc";"Industrials";"Business Services";18,17;"USA";15086;0,72;"0.11";"0.33";"0.20";"-0.03";"0.39";NA;"4.00";"8.00";"6.00";"4.00";"7.00";4;NA;44,16;308;590,5;4,97;99,58;165;NA
"HR";"Healthcare Realty Trust Inc";"Real Estate";"REITs";30,24;"USA";868527;0,26;"0.78";"0.18";"0.55";"0.29";"0.52";NA;"8.00";"4.00";"6.00";"4.00";"5.00";4;NA;1,95;1,71;1,54;1,45;1,53;1,71;NA
"HRC";"Hill-Rom Holdings Inc";"Healthcare";"Medical Devices & Instruments";145,78;"USA";1096777;3,55;"1.86";"1.99";"3.73";"2.25";"3.32";NA;"6.00";"8.00";"6.00";"6.00";"8.00";7;NA;2,99;3,51;3,86;3,84;5,53;6,07;NA
"HRI";"Herc Holdings Inc";"Industrials";"Business Services";133,34;"USA";180188;5,18;"-0.70";"5.60";"2.39";"1.63";"2.51";NA;"4.00";"7.00";"7.00";"4.00";"5.00";7;NA;0,9;0,76;1,54;1,43;2,23;5,49;NA
"HRIBF";"Horiba Ltd";"Technology";"Hardware";71,25;"Japan";366;3,77;"2.64";"3.41";"4.70";"3.35";"3.00";NA;"5.00";"8.00";"6.00";"4.00";"4.00";4;NA;32,23;62,7;65,54;42,17;42,26;57,52;NA
"HRL";"Hormel Foods Corp";"Consumer Defensive";"Consumer Packaged Goods";45,29;"USA";1887666;1,58;"1.64";"1.57";"1.86";"1.80";"1.66";NA;"8.00";"5.00";"4.00";"5.00";"5.00";2;NA;99,93;97,56;42,96;64,03;50,53;16,84;NA
